run_number,asd_1_hz_nv_per_sqrt_hz,asd_1000_hz_nv_per_sqrt_hz
1,5.082274372502483,5.2828556183477335
2,5.0260795737778929,5.321173549358444
3,5.5661089530204331,5.3352684648366955
4,5.9970796794160197,5.3349254340376904
5,4.7678338402809546,5.3492849600480357
6,6.6301104599312808,5.4330204175138084
7,4.5529545162326679,5.2219991229451912
8,5.5880696821492046,5.3470395611573167
9,5.794966968479045,5.3958443223572274
10,6.2610658143794771,5.3137515761627023
11,6.0708536748790509,5.3844802526807243
12,5.6095677207223495,5.2795659557869028
13,5.7018610087102344,5.2625121154689118
14,5.6685487541069151,5.2778850450510628
15,4.8240197113580523,5.4100032113893608
16,5.5912164726528308,5.3345533291913219
17,6.6670466015881678,5.2813953582762538
18,4.8203674487036619,5.2178151875906993
19,6.3434634513204653,5.3431713140737189
20,4.6708674883618748,5.3662474640561966
21,6.0830316648955032,5.2721989371502334
22,5.5003645360773188,5.4475612267675002
23,5.7209466804224594,5.2284842513220395
24,4.7295661341674009,5.3654160980059924
25,5.3924283964652444,5.2677355912765575
26,5.3668240807817496,5.3496819692333268
27,6.0441830344356111,5.2597836327636562
28,4.7357034515153824,5.3582856986971068
29,4.9288057981439248,5.301733032053483
30,5.0420940651422139,5.3308675696723773
31,5.0904648182055734,5.405300921013283
32,5.7569262193035904,5.4057709148503523
33,5.5389436060294779,5.3870280446680745
34,5.4767159243233596,5.4018000357387974
35,5.440919592345443,5.3620382835090279
36,6.0999341305302561,5.1997536652107801
37,6.4132977572405752,5.2751276178921014
38,5.7702835367878249,5.3139799696782308
39,5.0778000552609193,5.330284420501278
40,4.8866725474694084,5.2580230436443083
41,4.8979174976279074,5.3104233696418017
42,5.6234024959870537,5.279934100633608
43,5.5800006061446954,5.2734563030380555
44,5.7110435200868732,5.2862274157369793
45,5.2485459763751789,5.2770780120451786
46,4.8595373207279922,5.3971740430664408
47,5.1015054543819769,5.2607383312870422
48,4.6173854475430502,5.345376552050932
49,5.535713288536261,5.3049635200567495
50,5.5130328961328914,5.341264063365692
51,6.097916319248891,5.3526557249104396
52,5.6307227783198037,5.2707453471650609
53,5.5022774421069283,5.3388299920907523
54,5.3379280048576376,5.3626308956213853
55,5.0130443426365083,5.3378396122212619
56,5.9143961005877426,5.3654287215936973
57,5.4057902327515697,5.3260251024821823
58,6.1704375843495471,5.3023151255042853
59,5.5359066253249845,5.2241597216671343
60,6.025740238049381,5.3956188579292048
61,5.1091290156636315,5.2475675971232407
62,5.3074670953266354,5.4106136520395722
63,4.5933917071784194,5.3082661938942319
64,5.9561572867219619,5.1895412035483215
65,4.5756814328448243,5.3466400924724251
66,4.9602157982608395,5.3499311753285737
67,5.0912287285839239,5.3331980318813663
68,5.0131205611472121,5.2701406342109234
69,4.9019052270031338,5.3391424283598878
70,6.1684103335701277,5.3341232338468831
71,5.4814906383145239,5.296714188252527
72,4.7212604025459299,5.353570185891984
73,5.7801712425408907,5.2955754787799423
74,5.796628358764738,5.2963960809381767
75,5.4823971667593661,5.4494580237299548
76,5.7814782812410428,5.3139821704759198
77,5.1411550538851518,5.204876791053187
78,4.8984821139947679,5.3532086558835719
79,4.2466175202178764,5.3647433356830092
80,4.3971289168887084,5.3653275964301237
81,5.1678011357746536,5.3902372440682695
82,5.1299666088993234,5.2820560508877126
83,4.5793230802756701,5.3769759739258962
84,5.6654671737001907,5.3954736911250594
85,4.6947335690468979,5.2652853114303797
86,6.3319716553314773,5.3335509178272664
87,5.6382097248087506,5.3155531492229642
88,4.5842379231937773,5.3531245869862243
89,5.3414454290754296,5.2878290557636722
90,5.9650332280962237,5.3431396501292552
91,6.2063039042982497,5.3309828712422611
92,6.577665777211755,5.3631403752172124
93,5.8356087915209409,5.3713013470023592
94,5.0250047924009769,5.2439416700341264
95,5.4674682988622232,5.3144953981302621
96,5.8345600060621177,5.2698340611866614
97,5.4169118091681758,5.3705493232499597
98,6.4608440898840129,5.3226403483132048
99,4.9536769238722869,5.3868462108505906
100,5.2107852833686525,5.4259021336833513
