RunCount,Gain,MeanDcOutputV,InputAsdAt1HzNVrtHz,MedianInputAsd0p8To1p2NVrtHz,MedianInputAsd1To10NVrtHz,MedianInputAsd10To100NVrtHz,MedianInputAsd100To1kNVrtHz,MedianInputAsd100To10kNVrtHz
10,1001,-0.035247094305196,93.9867757085074,93.9867757085074,41.8395123910412,18.753135213799,8.35171150300009,5.60653434725989
