run_number,asd_1_hz_nv_per_sqrt_hz,asd_1000_hz_nv_per_sqrt_hz
1,5.8844411420301643,4.5202617598999097
2,6.8086772372455036,4.6329952912399532
3,7.9753185625089431,4.6303161865703579
4,7.6005007972260197,4.5631070134756877
5,6.0235481344910253,4.6336995959740133
6,5.7827103032235749,4.6085871386727026
7,6.4178607175275628,4.597866123544109
8,6.5495677416203195,4.6428450391677005
9,6.004354367676803,4.6136640260479123
10,6.0877550183378073,4.5932415880675643
11,6.131227922940881,4.6608481658554544
12,6.6628439772281771,4.6628244558582903
13,5.8226099031408083,4.6834460160226357
14,6.3494019009788856,4.6468773187096701
15,6.9440242947369324,4.5860027828031198
16,7.6016790178340665,4.6274551008568769
17,6.8223285720761204,4.5867866356199061
18,5.5996143488401318,4.6329258241427844
19,7.755623953401602,4.6502367148808652
20,6.970612946611066,4.5917496365539368
21,5.704116822906002,4.5820700139209833
22,6.5736924129366212,4.60779195579671
23,5.5491791493482294,4.6592482996193834
24,5.4682244778264772,4.5862290165723429
25,7.514588575966596,4.596789461543116
26,7.009409338884911,4.6345934662194832
27,5.690832869233704,4.5689958484659048
28,6.5552827461230629,4.5672992604754503
29,6.376564329486218,4.6541245138942458
30,7.130552273210677,4.6702656246071497
31,7.2407266864530335,4.6179639659174558
32,6.592241041579296,4.5881213595575439
33,6.1618203313970694,4.6702656722313307
34,5.9871457823826768,4.6240227257839459
35,7.0741784434232482,4.6797975146379382
36,5.6654345193469426,4.6476548633407351
37,5.7577953510642308,4.7351633791021834
38,5.5936027710737903,4.7674667350975861
39,6.4905820862635997,4.5901804451403816
40,6.2323610883085836,4.6514132670882971
41,6.5354323193791011,4.5953600436713824
42,6.489263467933629,4.6258019861395221
43,5.3809066812740012,4.6987977662903342
44,5.9729922969518432,4.6248371645426349
45,6.1685205698543548,4.6955191682702759
46,6.5649905865691567,4.5745202928048165
47,7.154219294670102,4.708345084323013
48,7.1438235988464864,4.5830674809257674
49,6.5033366466161411,4.7252051798339858
50,6.0301747150581182,4.5448466122358449
51,5.9271459019100714,4.5915335736792846
52,6.3382576998009439,4.5909340685393101
53,6.1980911143805759,4.6774818946165917
54,6.4169167205108151,4.6643657709998125
55,6.2121639120308902,4.6429900260332095
56,5.7754960849941757,4.5551570187404167
57,6.1870964694707453,4.6027623868406007
58,7.4337508321532848,4.6340028293127595
59,6.1893600139138636,4.6584389902327521
60,5.9152167438399861,4.5926695503561801
61,5.2609253816877741,4.5710945158593006
62,7.6119000527196654,4.5966731796744336
63,4.8741819201584784,4.610450287512065
64,6.4982557551776949,4.6411615551758558
65,4.9416316783582168,4.667307467488607
66,5.5150428810326613,4.660740830111938
67,6.7239858071121468,4.5015799652276662
68,6.0438135188837006,4.6235391306715012
69,6.7354011087840719,4.6639049549383351
70,5.7689375013795017,4.7254626409040492
71,6.731087594713494,4.6434893234621226
72,5.1975251368906186,4.5925367239331853
73,7.4288509361170005,4.6626571521653259
74,6.0422249892739659,4.5537615557056528
75,6.7802917348183467,4.6569471462406433
76,7.8169669354387397,4.6518654137343951
77,7.4729274937209054,4.6244077564284289
78,6.5653698358291921,4.5968246411544058
79,5.5186897540803912,4.6470940234772442
80,7.1093243726274222,4.6086106400137474
81,6.3970795533107392,4.603714905821267
82,6.5319221767719986,4.7308802796815055
83,5.8169691455571986,4.6473701402967231
84,5.0525000911006837,4.6186623336562755
85,6.5971659060603542,4.5867123117998654
86,6.4328402148128045,4.5931758647135545
87,6.1435011680385587,4.6626804731117542
88,6.6343463547220267,4.6959961809632151
89,6.3980736830084002,4.6315155515938606
90,6.8262743296697819,4.6274057987191686
91,6.7134952579885985,4.6358532727052806
92,6.9189801323379196,4.5839293654686957
93,6.7937587270034472,4.6150855877439509
94,4.7036740476985184,4.6295911524523747
95,6.0138848789563371,4.643772524422344
96,7.5387170546350308,4.6731750802880283
97,7.2806205531961208,4.6046437542568741
98,5.6987225535168635,4.6131681593528127
99,6.9261684836847373,4.6246078207545409
100,6.5533378434001159,4.6151620052869484
