CobNumber,BiasCurrentMicroA,RunCount,MeanDcOutputV,MinDcOutputV,MaxDcOutputV,MeanTimeStdOutputV,MeanPeakToPeakOutputV,MedianInputAsd0p1To10NVrtHz,MedianInputAsd10To100NVrtHz,MedianInputAsd100To1kNVrtHz,MedianInputAsd1kTo10kNVrtHz,MedianInputAsd10kTo25kNVrtHz,IntegratedInputNoise0p1To10UVrms,IntegratedInputNoise0p1To100UVrms
1,1,10,-0.0344172066278565,-0.037637025704,-0.0332702469832498,0.00100844180788944,0.032860630744026,23.5791640445166,12.8111402838493,6.87173224273597,5.28001650188465,5.66881166017405,0.0907361733478205,0.274866265060937
