Frequency_Hz,Deduplicated_PSD_V2_per_Hz,Deduplicated_ASD_V_per_rtHz
241.631824046514,2.58070958848289e-11,5.08006849213954e-06
256,2.79973584850498e-11,5.29125301654058e-06
271.22255215598,2.63451868816362e-11,5.1327562655591e-06
287.350284367199,2.63595812578284e-11,5.13415828133769e-06
304.437021440697,2.7082427746755e-11,5.20407799199387e-06
322.539788773088,2.64227390515109e-11,5.14030534613566e-06
341.719002667529,2.82481140143078e-11,5.31489548479628e-06
362.038671967512,2.66117739570045e-11,5.15866009318355e-06
383.566611680431,2.66997793723163e-11,5.16718292421666e-06
406.374669303859,2.58860984463891e-11,5.08783828815236e-06
430.538964609902,2.60364943378067e-11,5.10259682297227e-06
456.140143687854,2.7575499339966e-11,5.25123788643839e-06
483.263648093027,2.56723093494201e-11,5.0667849124884e-06
512,2.59566686218214e-11,5.09476875057361e-06
542.445104311959,2.65411385799235e-11,5.15180925306086e-06
574.700568734399,2.61679261312433e-11,5.11545952297966e-06
608.874042881393,2.61265158435601e-11,5.11141035757843e-06
645.079577546175,2.70794735895032e-11,5.20379415326002e-06
683.438005335057,2.58792508538503e-11,5.0871653063224e-06
724.077343935025,2.62846039678569e-11,5.12685127225834e-06
767.133223360861,2.65462641204197e-11,5.15230667957757e-06
812.749338607718,2.65044111786837e-11,5.1482435042142e-06
861.077929219804,2.74154183438187e-11,5.23597348578263e-06
912.280287375708,2.66671582317468e-11,5.1640253903081e-06
966.527296186054,2.70429806623823e-11,5.20028659425442e-06
1024,2.69803194317121e-11,5.19425831391856e-06
1084.89020862392,2.66259127100938e-11,5.16003030127671e-06
1149.4011374688,2.80903384799419e-11,5.3000319319738e-06
1217.74808576279,2.65306677202041e-11,5.15079292150287e-06
1290.15915509235,2.62689621661262e-11,5.12532556684219e-06
1366.87601067011,2.64217818124317e-11,5.14021223418174e-06
1448.15468787005,2.65174522425434e-11,5.14950990314063e-06
1534.26644672172,2.66125606353375e-11,5.15873634094024e-06
1625.49867721544,2.61003430320977e-11,5.10884948223156e-06
1722.15585843961,2.64115009355225e-11,5.13921209287207e-06
1824.56057475142,2.63474939591844e-11,5.13298100124912e-06
1933.05459237211,2.59500375779205e-11,5.09411793914516e-06
2048,2.60054736329991e-11,5.09955621922135e-06
2169.78041724784,2.58873821382228e-11,5.08796443955957e-06
2298.8022749376,2.57023328237445e-11,5.06974682047778e-06
2435.49617152557,2.58227711372506e-11,5.08161107693718e-06
2580.3183101847,2.59154605187562e-11,5.0907229858593e-06
2733.75202134023,3.584044643007e-11,5.98668910417686e-06
2896.3093757401,2.6874786890761e-11,5.18408978421101e-06
3068.53289344344,3.1660583282835e-11,5.6267737899115e-06
3250.99735443087,2.54652913320588e-11,5.04631462872251e-06
3444.31171687922,2.54477846059682e-11,5.0445797254051e-06
3649.12114950283,2.53842186819621e-11,5.03827536781805e-06
3866.10918474421,2.51282022969583e-11,5.01280383587452e-06
4096,2.5069174292177e-11,5.00691265074367e-06
4339.56083449568,2.4608506666602e-11,4.96069618769402e-06
4597.60454987519,2.463378649714e-11,4.9632435460231e-06
4870.99234305115,2.43823835359669e-11,4.93785211766887e-06
5160.6366203694,2.42554251037521e-11,4.92497970592286e-06
5467.50404268046,2.39869736155846e-11,4.89764980532342e-06
5792.6187514802,2.36438171119256e-11,4.86249083412253e-06
6137.06578688689,2.34539794998839e-11,4.84293087911483e-06
6501.99470886174,2.32767405490111e-11,4.82459744942634e-06
6888.62343375843,2.28843922657124e-11,4.78376339984666e-06
7298.24229900566,2.25675896731143e-11,4.75053572485402e-06
7732.21836948843,2.23163292508879e-11,4.72401622043023e-06
8192,2.1987876491657e-11,4.68912321139646e-06
8679.12166899135,2.13688605628802e-11,4.62264648906664e-06
9195.20909975038,2.08993098088816e-11,4.57157629367395e-06
9741.98468610229,2.07792097513182e-11,4.5584218487672e-06
10321.2732407388,1.99213956961817e-11,4.46333907474905e-06
10935.0080853609,1.95442887330176e-11,4.42089230054495e-06
11585.2375029604,1.89581688149126e-11,4.35409793354635e-06
12274.1315737738,1.85005817318231e-11,4.30123025794052e-06
