CobNumber,BiasCurrentMicroA,RunNumber,SourcePath,DeclaredSampleCount,SampleRateHz,DcMeanOutputV,TimeStdOutputV,PeakToPeakOutputV
5,1,10,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0206107702518256,0.000789266263708478,0.0079783955281604
5,2,1,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0256648322289152,0.000794274830630598,0.0077616198221135
5,2,2,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0263479504778878,0.000772308351164758,0.0074308438790831
5,2,3,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0260248938302985,0.000779218964222374,0.0072395078862735
5,2,4,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0254797074541892,0.000777912579563736,0.0069868688367675
5,2,5,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0246392437908733,0.000787549313590824,0.007628813292037
5,2,6,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.023391089284503,0.000795275494731065,0.0076102733081652
5,2,7,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0220935079691751,0.000771737746042737,0.0080653106808264
5,2,8,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.021735176478335,0.000777005387722274,0.0077467175559022
5,2,9,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.021527010415314,0.00076635843716138,0.0074037322743451
5,2,10,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0218150527462948,0.000769618403405595,0.0077846638573776
5,4,1,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0241111128962092,0.00906912003871246,0.0888098256429744
5,4,2,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0280328163343931,0.00902128972925808,0.0837642305817567
5,4,3,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0260020741798198,0.00947932226956489,0.0975493937012528
5,4,4,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0233050504227074,0.00947588915487311,0.0978063611043662
5,4,5,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0254350390390654,0.00945433297931598,0.0903727789918802
5,4,6,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0185386300955912,0.00937149314749169,0.086118672616313
5,4,7,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0224973340856581,0.0089252820114182,0.0889924795131663
5,4,8,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.021994901886845,0.00889330493531599,0.0878981983480428
5,4,9,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0246550027965905,0.00889484248978202,0.0848589891144467
5,4,10,[raw waveform omitted; see data/raw/README.md],962538,50000,-0.0221500290555105,0.00909304084075238,0.0900661697819094
