run_number,asd_1_hz_nv_per_sqrt_hz,asd_1000_hz_nv_per_sqrt_hz
1,5.4351481653160487,5.2064349272361081
2,6.0728513978152714,5.2224613859190505
3,6.5908935855922399,5.2664159328280666
4,5.4934374987215016,5.2767865574187836
5,4.4847181114483972,5.1099665725188537
6,5.5902238593174891,5.2401069962156512
7,5.024629121717477,5.170204420128635
8,5.8155902577791254,5.1713989341785878
9,5.9805920062487772,5.0880487676980284
10,5.5831233614256197,5.3810145779535992
11,5.5122149884906273,5.1741622011721722
12,4.2878110055903473,5.232434798240071
13,5.7465770022374398,5.278947737423862
14,5.6189656926389731,5.204540994775094
15,5.109755095346892,5.1883458189910527
16,5.1523309088079419,5.2283636909923139
17,5.1555473645838106,5.1385644689696708
18,4.2343040393300591,5.1537645728058896
19,5.6795346371323809,5.2576509253915553
20,5.4846504252243324,5.2093806727272085
21,6.083784931290392,5.1267753754567877
22,5.5807528832525968,5.1267904935290156
23,5.3416850949273682,5.0895480507732485
24,5.5006048252134088,5.3618976417169799
25,4.7883886315887381,5.151512760385339
26,5.449935521602824,5.146544422367743
27,6.2895641198338081,5.2453936094927451
28,7.1223879580028262,5.2279081083957273
29,4.5732977915404849,5.239616933311984
30,6.1797281875711096,5.2303055949227799
31,5.5054860627835236,5.264323403339934
32,5.9313629230250813,5.1318101946758423
33,5.2060944089528904,5.1776186190194746
34,4.744173287385415,5.3332257027552199
35,4.3163933452831884,5.2002093326679564
36,6.1979966606752122,5.1898142993743841
37,4.2839234903956109,5.2270685854639281
38,6.5554964037248462,5.2596968597197362
39,4.7154371807910822,5.2346719561357427
40,4.3839634022553593,5.1826948345094381
41,4.5016447794683367,5.2401754058066405
42,4.8622791711059614,5.2519780133712377
43,6.6878315090950631,5.1943815106095217
44,4.1091316747857682,5.2613396024285839
45,5.3887421573310483,5.2695858371899353
46,5.8605407113219243,5.1521555047431988
47,5.9954911089923977,5.2891326759175561
48,5.126958491725226,5.2157323781731648
49,5.9898108410459345,5.2356873698261879
50,5.1302147990464055,5.2219959364612709
51,5.3323730087105199,5.1489277261502364
52,4.8518904417560327,5.1996386743427783
53,4.9707300372768923,5.1601832611496112
54,5.1293492106868497,5.23033807303913
55,5.8140593654120192,5.1497542757737875
56,4.9427493091237285,5.1340433917265162
57,6.7435377155708789,5.2490807018599943
58,5.0166277651826032,5.1216684710364513
59,4.8492454018594042,5.1974252918557653
60,4.9879605917105394,5.1198106865560371
61,5.5501695700396443,5.3406803132564766
62,4.9415350369002491,5.178713905213864
63,3.7101760046431829,5.2155226516472855
64,6.2531796293157402,5.2282978535224682
65,5.1922335015792669,5.0685825601336987
66,5.0766581017060819,5.3625102732952659
67,5.9788316862751216,5.1836141046087523
68,5.2359481051470871,5.2676990464416162
69,5.411134334302111,5.1756376265203183
70,5.9000715835532063,5.135894503387088
71,5.6831372277638614,5.2682051897518782
72,5.2085428652601271,5.2093989784394195
73,4.858624640187287,5.194299245385201
74,5.7830413018114388,5.1682625737873042
75,5.0326837120338803,5.1654685375137346
76,4.8901611612214344,5.1292042905698221
77,6.4317569033274085,5.2483666867906553
78,5.3963252047738601,5.2082957393674114
79,6.3313898902954966,5.2809299135047043
80,6.1678796747298428,5.1908783936105323
81,5.34028745753759,5.2684266037299281
82,6.1975759726681607,5.1735216785121247
83,4.908340635294655,5.2240971509966965
84,5.3231016688930746,5.2532243111522661
85,4.5929533080198022,5.1851830026525123
86,4.6907114868149939,5.2072515237594077
87,4.574425918515451,5.276400614010984
88,5.0276535824857289,5.2760280274769578
89,6.0945616990838642,5.2284764365766394
90,6.3697902899142917,5.2315976888404796
91,5.6123049139396697,5.0771926199397992
92,5.511209060265422,5.1427889553974895
93,6.0113683329330341,5.2595639428803898
94,5.8156675948582377,5.3498207057697638
95,5.4526410563244427,5.1562151061460408
96,5.1355322920249407,5.2183591178897606
97,5.3304324586099963,5.2272213027693883
98,5.4392131643596286,5.2234241120459934
99,4.6003555622043484,5.2204310195622332
100,5.5874721457780554,5.2258934421023042
