Frequency_Hz,Deduplicated_PSD_V2_per_Hz,Deduplicated_ASD_V_per_rtHz
767.133223360861,2.34678081604928e-11,4.84435838481143e-06
812.749338607718,2.34837494827303e-11,4.84600345467586e-06
861.077929219804,2.36944946454791e-11,4.86769911205274e-06
912.280287375708,2.37098928814418e-11,4.86928053016478e-06
966.527296186054,2.34440593028488e-11,4.8419065772533e-06
1024,2.35627482022818e-11,4.85414752580531e-06
1084.89020862392,2.30918077414114e-11,4.80539360941551e-06
1149.4011374688,2.41060592707935e-11,4.90979218203719e-06
1217.74808576279,2.35340376930985e-11,4.85118930707703e-06
1290.15915509235,2.33005707727799e-11,4.82706647693813e-06
1366.87601067011,2.34320448330208e-11,4.8406657427487e-06
1448.15468787005,2.3929245793112e-11,4.89175283442571e-06
1534.26644672172,2.37379395233031e-11,4.87215963647571e-06
1625.49867721544,2.34149908913707e-11,4.83890389358693e-06
1722.15585843961,2.34097189137578e-11,4.83835911376551e-06
1824.56057475142,2.36130213325226e-11,4.85932313522394e-06
1933.05459237211,2.3493812895375e-11,4.84704166429122e-06
2048,2.32947083059403e-11,4.82645918929605e-06
2169.78041724784,2.33731654788142e-11,4.8345801760664e-06
2298.8022749376,2.31066812985558e-11,4.806940950184e-06
2435.49617152557,2.33629334630159e-11,4.83352184881955e-06
2580.3183101847,2.3402414761658e-11,4.83760423780801e-06
2733.75202134023,3.51660415159336e-11,5.93009624845445e-06
2896.3093757401,2.43011661726421e-11,4.92962130113887e-06
3068.53289344344,3.08321098303397e-11,5.55266691152456e-06
3250.99735443087,2.33084515385272e-11,4.82788271797558e-06
3444.31171687922,2.28909231568008e-11,4.784445961321e-06
3649.12114950283,2.29921235563147e-11,4.79501027697697e-06
3866.10918474421,2.27691398456908e-11,4.77170198626138e-06
4096,2.26928362036253e-11,4.76369984398947e-06
4339.56083449568,2.28055350801717e-11,4.77551411684351e-06
4597.60454987519,2.26298300854547e-11,4.7570820978258e-06
4870.99234305115,2.23361135906806e-11,4.72610977344799e-06
5160.6366203694,2.21011801693425e-11,4.70118922926343e-06
5467.50404268046,2.19722895488215e-11,4.68746088504443e-06
5792.6187514802,2.19038334935168e-11,4.68015314851093e-06
6137.06578688689,2.18272153734445e-11,4.67196054921748e-06
6501.99470886174,2.16224145021524e-11,4.64999080667396e-06
6888.62343375843,2.12149761963446e-11,4.60597179717208e-06
7298.24229900566,2.10999227539736e-11,4.59346522289803e-06
7732.21836948843,2.08619830623711e-11,4.56749198821093e-06
8192,2.08771305980744e-11,4.56914987695462e-06
8679.12166899135,2.03021632504357e-11,4.50579218899803e-06
9195.20909975038,2.00496746275799e-11,4.47768630294485e-06
9741.98468610229,2.00711156889395e-11,4.48007987528565e-06
10321.2732407388,1.94735631863829e-11,4.41288603822747e-06
10935.0080853609,1.92093136421234e-11,4.38284310033149e-06
11585.2375029604,1.88452425982534e-11,4.3411107562758e-06
12274.1315737738,1.87490507584349e-11,4.33001740856026e-06
13003.9894177235,1.84397263857961e-11,4.29415025188874e-06
13777.2468675169,1.83676916579227e-11,4.28575450275943e-06
14596.4845980113,1.82863555723198e-11,4.27625485352777e-06
15464.4367389769,1.84212753502529e-11,4.29200132225666e-06
16384,1.86440821888156e-11,4.31787936246667e-06
17358.2433379827,1.91044096192091e-11,4.37085913971259e-06
18390.4181995008,1.9558609250349e-11,4.4225116450213e-06
19483.9693722046,2.42201216946846e-11,4.92139428360344e-06
20642.5464814776,2.06006984654351e-11,4.53879923167296e-06
21870.0161707218,1.83905994076566e-11,4.28842621571791e-06
23170.4750059208,1.22783625198053e-11,3.50404944597037e-06
