Frequency_Hz,Current1p2_ASD_V_per_rtHz,NominalCurrent_ASD_V_per_rtHz,Current1p2_vs_Nominal_dB
8.47570475487436,5.07220352794892e-06,5.03304797203828e-06,0.0673120385868148
8.97969638647498,4.96981514463199e-06,5.41696756065696e-06,-0.748319993114808
9.51365692002177,4.90844068513263e-06,5.63658174970284e-06,-1.20144525804574
10.079368399159,4.91718142575527e-06,5.1783172966756e-06,-0.449448509434679
10.6787188333603,5.02249933798696e-06,5.36386620510796e-06,-0.571160964184329
11.3137084989848,4.72423861719201e-06,5.12812327623693e-06,-0.712532628340595
11.9864566150135,4.8345608685394e-06,5.26400043001737e-06,-0.739177671723261
12.6992084157456,5.10214811200402e-06,5.15100922500631e-06,-0.0827853184941769
13.4543426440594,4.5839514514949e-06,5.26854450317329e-06,-1.20901286974144
14.2543794902454,4.72247895789584e-06,5.29525016940219e-06,-0.994329025762635
15.1019890029071,4.85765882816154e-06,4.95309222951536e-06,-0.168988109803612
16,4.88154376045421e-06,4.93257198999701e-06,-0.0903249107101972
16.9514095097487,4.95492340415355e-06,4.88821365941425e-06,0.117735300956477
17.95939277295,4.7989614998448e-06,5.18251359404851e-06,-0.667863683467234
19.0273138400435,4.79184648061932e-06,5.08118307302514e-06,-0.509238936219422
20.158736798318,4.92328325339847e-06,4.96229094533956e-06,-0.0685480193524969
21.3574376667206,4.64192209071892e-06,4.89781422685227e-06,-0.466089226872297
22.6274169979695,4.73928861513401e-06,4.93726977394995e-06,-0.355474010107606
23.9729132300269,4.76528757633323e-06,5.35480437890653e-06,-1.01308990448427
25.3984168314912,5.01813445465858e-06,4.80856102557906e-06,0.370543229073211
26.9086852881189,4.91728182500679e-06,5.30835605238542e-06,-0.664698904342289
28.5087589804909,4.84463224664226e-06,5.2355032189758e-06,-0.673952307270219
30.2039780058142,4.88319470384738e-06,5.24791109367811e-06,-0.62564856017582
32,4.9316134055901e-06,5.32547040297282e-06,-0.667379018487553
33.9028190194974,4.70595960612049e-06,5.20035077194337e-06,-0.867688868269836
35.9187855458999,5.05535648149985e-06,5.15033936440433e-06,-0.161681216493944
38.0546276800871,4.75503630701429e-06,5.2756645435958e-06,-0.902466710648961
40.3174735966359,4.89383936420825e-06,4.97981949937097e-06,-0.151277829868171
42.7148753334411,4.64382433255778e-06,5.16509532434965e-06,-0.924051164803328
45.254833995939,4.86602768785831e-06,5.07093177061088e-06,-0.358263828059322
47.9458264600538,4.96478429575246e-06,5.08200756580431e-06,-0.202698455090214
50.7968336629824,1.39340428669435e-05,2.37475683975382e-05,-4.63084009853847
53.8173705762377,4.98105964985625e-06,5.30858030756045e-06,-0.55313298223943
57.0175179609817,4.84313117903072e-06,5.2532592628458e-06,-0.706052052770693
60.4079560116284,4.67027717431207e-06,5.06746451007573e-06,-0.708961194170675
64,4.93536088050341e-06,5.10675204065862e-06,-0.296517134527372
67.8056380389949,4.74726811295477e-06,5.10599641795846e-06,-0.632734911958248
71.8375710917999,4.86120568121113e-06,5.1557410351858e-06,-0.510941970236
76.1092553601741,4.84989547923133e-06,5.2003776294063e-06,-0.606050044876545
80.6349471932719,4.83458972542526e-06,5.02467459509923e-06,-0.334966335020432
85.4297506668822,4.82472735413369e-06,5.09117089601091e-06,-0.466897979155055
90.5096679918781,4.90941901022332e-06,5.14026456525589e-06,-0.39910744817675
95.8916529201076,4.85721470052405e-06,5.1789038272184e-06,-0.557010908910018
101.593667325965,5.7559448668557e-06,5.65091036413469e-06,0.15996413841804
107.634741152475,4.84224271424804e-06,5.12435667914237e-06,-0.491855933392661
114.035035921963,4.79048032435371e-06,5.15557190173596e-06,-0.637955746619497
120.815912023257,4.87468349441507e-06,5.10156372689365e-06,-0.395137863693382
128,4.82170520866187e-06,5.1043593015416e-06,-0.494811649563723
135.61127607799,4.81439212408136e-06,5.13597123631438e-06,-0.56162245798417
143.6751421836,4.95020213528528e-06,5.05932806747493e-06,-0.18939817165308
152.218510720348,5.81165867283815e-06,6.04070349595146e-06,-0.335748391167072
161.269894386544,4.83851493930796e-06,5.12584798188158e-06,-0.501072715770502
